"","SID","topic","article_number","scale_name","value","text","tone_pos","tone_neg"
"3322","s448","climate",37,"msg_share_broad",69,"A historical account of efforts to control climate change matter very much to people like me. We are faced with serious problems of climate change, and history can be a great source of information.",2.94,0
"3323","s450","climate",25,"msg_share_broad",0,"I live in an area close to flood prone zones so this is relevant to me
",0,0
"3324","s454","health",8,"msg_share_broad",34,"A lot if people already know this.",0,0
"3325","s457","health",36,"msg_share_broad",1,"I think this is interesting and I could relate it to my life. I do notice that when I walk with just my dog I walk a lot faster than when we take my husband with us.",2.7,0
"3326","s462","climate",103,"msg_share_broad",14,"S.U.V. purchases are on the rise, and what that means for the climate.",0,0
"3327","s466","health",10,"msg_share_broad",47,"Side effects from diet pills could kill and I don't want my family getting hurt",0,13.33
"3328","s470","climate",45,"msg_share_broad",11,"it is able climate change and how it is affecting glaciers",0,0
"3329","s473","climate",67,"msg_share_broad",73,"plastic is taking the world space",0,0
"3330","s478","health",84,"msg_share_broad",100,"This article helps us to understand how to manage our health and reduce the likely to have a heart attack",5,0
"3331","s481","climate",11,"msg_share_broad",76,"Possibly the people in these meetings will help with climate change and make it easier for me to live in this world.",9.09,0
"3332","s483","climate",97,"msg_share_broad",0,"This isn't going away. Today it's four continents, tomorrow all 7. Then every town, every home. We need to slow this down",0,0
"3333","s487","health",56,"msg_share_broad",46,"Article is about fitness and exercise",0,0
"3334","s490","climate",41,"msg_share_broad",49,"Climate change is a major problem",0,0
"3335","s493","health",16,"msg_share_broad",95,"Working out and being healthy is better then smoking",11.11,0
"3336","s495","health",2,"msg_share_broad",100,"This matter to al people i know who are parents because its important for kids to have good nutrition but most kid menus are the exact opposite",7.41,0
"3337","s497","health",76,"msg_share_broad",14,"This article matters to people I know because we are all aging now.",0,0
"3338","s499","health",20,"msg_share_broad",69,"chefs advice good for all don't waste food ,make a farming awareness to all people",6.67,0
"3339","s504","climate",57,"msg_share_broad",87,"This article is about choosing plastic bags or paper bags at the grocery store and what the impacts of each choice may be for you and the world you live in.",0,0
"3340","s506","health",108,"msg_share_broad",72,"Obesity has negative effects on cardiovascular health and can shorten your life by a few years.",0,6.25
"3341","s512","climate",53,"msg_share_broad",0,"I think climate change is something we need to deal with now",0,0
"3342","s514","health",48,"msg_share_broad",1,"I need this info, a quick workout that actually works is a great thing!",7.14,0
"3343","s516","health",94,"msg_share_broad",36,"it is about research so people need to know this sugary drink ban and it's effect",0,0
"3344","s520","health",82,"msg_share_broad",83,"This article is about people who heart risks such as obesity, high cholesterol, high blood pressure and high glucose readings have increase risk in developing Parkinson's disease.",0,0
"3345","s526","climate",39,"msg_share_broad",28,"Blooms are un safe for the wildlife in Florida",11.11,0
"3346","s529","climate",75,"msg_share_broad",80,"Five Takeaways from the recent elections can reveal current attitudes about climate change.",0,0
"3347","s531","health",52,"msg_share_broad",82,"How processed meats increase breast cancer in women",0,0
"3348","s533","climate",63,"msg_share_broad",14,"grass not natural to the environment could be making wildfires more frequent",0,0
"3349","s537","health",30,"msg_share_broad",22,"Eating fish helps stimulate the brain.",16.67,0
"3350","s540","climate",11,"msg_share_broad",76,"This article has to do with ways to help the environment, and details on climate change from scientists.",5.56,0
"3351","s543","climate",39,"msg_share_broad",7,"We must protect our planet and the wildlife that live in it.",0,0
"3352","s545","health",92,"msg_share_broad",78,"Parents have an impact on what their children do, if they are willing to make the effort.",0,0
"3353","s547","health",36,"msg_share_broad",3,"This article is about the different ways people walk and how fast or slow they generally do so.",0,0
"3354","s551","climate",87,"msg_share_broad",69,"i think we will need to be very caution wit our 5 years next",0,0
"3355","s553","climate",9,"msg_share_broad",38,"The US economy depends on climate change action!",0,0
"3356","s555","health",32,"msg_share_broad",67,"intake of sugary may cause shorter life span",0,0
"3357","s559","health",90,"msg_share_broad",89,"it is about hearing problems",0,0
"3358","s563","health",52,"msg_share_broad",20,"Despite the research showing red meat and white meat being equal where bad cholesterol is concerned, there are still reasons to reduce red meat consumption for women.  Our family likes to eat red meat and it might be a contributing factor in breast cancer.",2.27,2.27
"3359","s568","health",86,"msg_share_broad",97,"It helps in taking care of our children and their happiness and growth.",23.08,0
"3360","s571","health",26,"msg_share_broad",37,"Getting gout is an awful thing for anyone and having to change your diet to stop eating all of the healthy stuff you like is a real bummer, especially as a vegan when you're much more limited in what you can eat.",0,2.38
"3361","s574","health",16,"msg_share_broad",7,"This article is relevant to people I know because they are of Aging population and they need to understand exercising is important for longevity.",4.17,0
"3362","s576","climate",107,"msg_share_broad",35,"I use deodorant daily. I don't want to smell bad but I do want cleaner air.",6.25,6.25
"3363","s578","health",16,"msg_share_broad",12,"Being healthy and in shape helps endurance and can lead to living to an old age.",6.25,6.25
"3364","s582","health",34,"msg_share_broad",90,"Many people I love are middle aged and I believe this can help keep them healthy!",18.75,0
"3365","s584","health",96,"msg_share_broad",76,"Treating eating disorders can be much easier if you have someone to help you through it.",12.5,0
"3366","s588","climate",79,"msg_share_broad",63,"This is important to me because I am concerned about trash and waste in our environment.",6.25,0
"3367","s592","health",88,"msg_share_broad",45,"Some people think until scientists have tested it, it can't possibly be effective. The use of the term snake oil is pejorative.",4.55,0
"3368","s594","health",24,"msg_share_broad",72,"The article is about the intensity of the cancer and the treatment methods.",0,0
"3369","s598","climate",85,"msg_share_broad",51,"This article is about how important ancient places in the Mediterranean may be destroyed by global warming.",5.88,5.88
"3370","s600","climate",99,"msg_share_broad",3,"It is about upcoming disasters of climate change",0,0
"3371","s606","climate",33,"msg_share_broad",70,"This articles about to save the energy of americans.",0,0
"3372","s610","climate",29,"msg_share_broad",31,"Automobile emissions in atmosphere matters to the society",0,0
"3373","s615","health",36,"msg_share_broad",20,"statics of people who walks through street",0,0
"3374","s618","climate",75,"msg_share_broad",15,"Election and climate change, how candidates views' are.",0,0
"3375","s620","climate",87,"msg_share_broad",21,"If we don't make big shifts in our society the risks of climate change grow significantly and threaten much",0,5.26
"3376","s622","health",42,"msg_share_broad",63,"the article is all about how level of nutrients may go up with cooking.",7.14,0
"3377","s624","health",12,"msg_share_broad",89,"Exercising by children could save $120 billion per year.",0,0
"3378","s627","health",12,"msg_share_broad",0,"More children need to start exercising",0,0
"3379","s629","health",20,"msg_share_broad",100,"Food wastage should be reduced, people are starving around the world.",0,0
"3380","s631","health",90,"msg_share_broad",0,"Being deaf makes you more likely to get into accidents in...well, everything. Obviously.",7.14,0
"3381","s635","health",20,"msg_share_broad",61,"A top chefs informs people if they want to stop wasting food buy what youre cooking tonight.",0,0
"3382","s638","climate",63,"msg_share_broad",65,"Article gives new information that encroached grasses are the main  reason for wildfires.",7.69,0
"3383","s640","health",92,"msg_share_broad",70,"I personally have the psychology of the Parents and Kids....",0,0
"3384","s001","climate",7,"msg_share_narrow",93,"Climate change is making current wildfires all over the world even worse",0,8.33
"3385","s003","climate",77,"msg_share_narrow",0,"Because its fighting the misinformation so prevelant in media these days.",0,9.09
"3386","s005","health",86,"msg_share_narrow",0,"The BOKS program for children and exercise before class might make children feel better and thrive more in school.",0,0
"3387","s009","climate",65,"msg_share_narrow",51,"The article covers an inspiring story on advocacy for climate change, which is important to me",12.5,0
"3388","s012","climate",105,"msg_share_narrow",7,"Local governments are suing oil and gas companies.",0,0
"3389","s015","health",44,"msg_share_narrow",43,"This is about how you can supplement food for babies early and reap the benefits at night for longer sleep times.",4.76,0
"3390","s018","climate",93,"msg_share_narrow",0,"Solar power is being used more now, but it is still only a tiny portion of the total electricity used.",0,0
"3391","s020","climate",81,"msg_share_narrow",0,"Influential people talked about big data and man made meat in San Francisco.",0,0
"3392","s024","climate",21,"msg_share_narrow",2,"This talks about coal mining restrictions in Australia.",0,12.5
"3393","s028","climate",103,"msg_share_narrow",86,"It is about SUV  car sale",0,0
"3394","s031","health",44,"msg_share_narrow",38,"Good food and sleep quality ib babies.",14.29,0
"3395","s036","climate",91,"msg_share_narrow",5,"Global warming projections",0,0
"3396","s038","climate",67,"msg_share_narrow",23,"The use of plastics and its many uses, have left a legacy of litter since they don't bio degrade and nature can't use it.",0,0
"3397","s041","climate",59,"msg_share_narrow",93,"This article matters so people that I know can prepare for their future just in case the area where they're living now will be covered with water in 20 years.",0,0
"3398","s043","climate",13,"msg_share_narrow",1,"Government waste occurs even in times of disaster.  Liberals still want to blame climate change for their failures.",0,5.56
"3399","s046","climate",59,"msg_share_narrow",68,"the silicon valley starts up to change the land will be in the undewater",0,0
"3400","s049","health",90,"msg_share_narrow",86,"People I know might love someone with a hearing problem.",10,0
"3401","s052","health",4,"msg_share_narrow",72,"This article is important to me personally because I want to stay healthy.",7.69,0
"3402","s054","climate",83,"msg_share_narrow",25,"We should encourage green power. Produced with little-to-no environmental impact. Everybody should grow plants. Green energy electricity plans and save is very important.",8.7,0
"3403","s056","health",102,"msg_share_narrow",100,"It will help me explain to my anti-GMO friend how ignorant they likely are about GMOs",6.25,6.25
"3404","s058","health",22,"msg_share_narrow",46,"Eating flavonoids is good for your health.",14.29,0
"3405","s063","health",26,"msg_share_narrow",0,"Apparently it's possible for vegan diets to be bad for you, which is something I didn't know in this particular way before.",0,4.55
"3406","s065","climate",77,"msg_share_narrow",77,"This article matters to people I know because they're concerned about the effects of climate change.",0,0
"3407","s067","health",80,"msg_share_narrow",2,"Skin infections decrease among people who are taking ""statins"" (whatever those are).",0,0
"3408","s069","climate",107,"msg_share_narrow",78,"I want to help decrease climate change and air pollution in easy ways.",7.69,0
"3409","s072","climate",23,"msg_share_narrow",71,"Low-IQ Americans are still building homes in flood zones, completely ignoring the data showing their home will just be destroyed again",0,4.76
"3410","s074","climate",101,"msg_share_narrow",100,"Critically endangered Vaquita Porpoises and the effort to save them",0,0
"3411","s076","climate",17,"msg_share_narrow",1,"Its about a wildfire in california",0,0
"3412","s079","health",102,"msg_share_narrow",69,"more information on G.M.O",0,0
"3413","s081","health",76,"msg_share_narrow",1,"not having to slow down as you age",0,0
"3414","s083","climate",87,"msg_share_narrow",47,"Climate change will start affecting companies' profits in the next 5 years.",0,0
"3415","s085","climate",29,"msg_share_narrow",1,"Oil companies are trying to change emission rules to suit their own interests.",7.69,0
"3416","s089","health",12,"msg_share_narrow",62,"I have family members who are children, and I want to keep children safe and healthy.",12.5,0
"3417","s092","health",82,"msg_share_narrow",50,"Parkinson's disease has a positive relationship with heart risks.",0,0
"3418","s095","climate",45,"msg_share_narrow",0,"Evidence that climate change is happening and more encouragement that we need to do something about it",5.88,0
"3419","s099","climate",59,"msg_share_narrow",46,"This could be the answer to the problems all of you in florida are gonna face",0,0
"3420","s101","climate",37,"msg_share_narrow",87,"Resilience matters when I'm trying to reach my goals. Being flexible, however, is still important.",20,0
"3421","s104","climate",95,"msg_share_narrow",85,"This article matters to me because I think that addressing climate change is an issue that is important to put in campaign statements.",4.35,0
"3422","s108","health",12,"msg_share_narrow",18,"Because more healthy people means less is spent on healthcare.",0,0
"3423","s111","health",58,"msg_share_narrow",0,"I monitor my fitness levels and would like to know more about it.",15.38,0
"3424","s113","climate",81,"msg_share_narrow",56,"It matters to me because this leaders control a large part of our lives so it matters to know whats going on with them and what are their plans.",0,0
"3425","s115","health",50,"msg_share_narrow",24,"Many of my friends and family have heart and cholesterol issues, this article could help with that.",5.88,0
"3426","s117","climate",69,"msg_share_narrow",65,"recycling is the best thing to environment",0,0
"3427","s119","health",8,"msg_share_narrow",0,"A completely unsurprising study finds eating healthy foods helps with weight loss.",8.33,0
"3428","s121","health",78,"msg_share_narrow",5,"People eat more than they exercise thus gain weight.",0,0
"3429","s123","health",2,"msg_share_narrow",0,"This article is relevant to people I know because most of their kids eat terrible food constantly.",0,5.88
"3430","s125","health",48,"msg_share_narrow",0,"A brief 13 minute exercise for strength building.",12.5,0
"3431","s127","climate",1,"msg_share_narrow",44,"Wind turbine is most helpful to the climate",12.5,0
"3432","s132","health",6,"msg_share_narrow",0,"It might take more than exercise to lose weight",0,11.11
"3433","s134","climate",51,"msg_share_narrow",11,"The last part of the article about reducing your carbon footprint would be relevant to the people I know so they can do their part to lessen climate change.",0,0
"3434","s137","climate",85,"msg_share_narrow",100,"Global warming is becoming a more realistic threat to  ancient places that need to be preserve, seems there is little that can be done, if we dont work collectively to fight global warming and the need to save these heritage sites.",0,4.88
"3435","s140","health",94,"msg_share_narrow",0,"How removing sugar from the diet can improve your health",10,0
"3436","s143","health",48,"msg_share_narrow",65,"In 13 minutes we can build weight training.",0,0
"3437","s146","health",108,"msg_share_narrow",17,"This article is following the progress on scientific understanding of obesity.",0,0
"3438","s149","climate",73,"msg_share_narrow",83,"Carbon Senator Chick Schumer get vouchers.",0,0
"3439","s151","health",14,"msg_share_narrow",95,"All exercise stimulates the brain. It's the best therapy in the world",0,0
"3440","s155","health",64,"msg_share_narrow",89,"This is important to me because I want to live a long healthy life.",7.14,0
"3441","s157","health",18,"msg_share_narrow",83,"exercise can keep aging muscles and immune systems.",12.5,0
"3442","s160","climate",41,"msg_share_narrow",42,"this article is about how the country leader fail to help improve climate change",14.29,0
"3443","s163","climate",21,"msg_share_narrow",0,"Regulators have cleared the way for work to begin in a disputed mine in Australia.",0,6.67
"3444","s167","health",82,"msg_share_narrow",17,"Obesity, high triglycerides, high blood pressure, and diabetes may increase the risk of developing Parkinson's disease.",0,0
"3445","s170","climate",63,"msg_share_narrow",76,"this is about invasive grasses may worsen wildfires",0,12.5
"3446","s177","health",26,"msg_share_narrow",51,"Some people I know are vegetarian or vegan so it may be relevant to them and their health or diet",0,0
"3447","s184","climate",95,"msg_share_narrow",67,"People need to be informed accurately so that they will be encouraged to take action.",6.67,0
"3448","s186","climate",51,"msg_share_narrow",59,"Nuclear power has historically been opposed by many environmentalist organisations, some support it, as do some scientists.I think we use it in right way.",4,4
"3449","s189","health",22,"msg_share_narrow",0,"Plants high in flavenoids might help prevent certain diseases.",11.11,0
"3450","s192","health",52,"msg_share_narrow",65,"This matters to me personally because I am female and I eat some processed meats.",0,0
"3451","s194","climate",33,"msg_share_narrow",11,"I care about energy conservation so the fact that ti is happening is good.",14.29,0
"3452","s196","health",38,"msg_share_narrow",56,"It matters to me cause it teaches me how to treat myself and my dog better.",6.25,0
"3453","s198","climate",89,"msg_share_narrow",98,"This article is very very useful to my society and peoples.",9.09,0
"3454","s201","climate",81,"msg_share_narrow",39,"Dreaming about the days when lab grown meat is affordable for the average consumer and factory farming is a thing of the past!",0,0
"3455","s204","climate",19,"msg_share_narrow",66,"I know some environmentalists who would be pleased to hear this news.",8.33,0
"3456","s206","climate",83,"msg_share_narrow",85,"Green Energy provider is the must useful for current situation.",10,0
"3457","s208","climate",55,"msg_share_narrow",61,"reduce the uses of plastic",0,0
"3458","s211","health",62,"msg_share_narrow",0,"This article is relevant to me because it shows that people are always seeking out changes to routines and looking for something that challenges them. I too grow weary of too much routine.",3.03,9.09
"3459","s214","climate",43,"msg_share_narrow",80,"do we want coal to be used for several more decades?",0,0
"3460","s216","health",16,"msg_share_narrow",47,"It is about how being in good shape is good for you.",16.67,0
"3461","s218","climate",59,"msg_share_narrow",26,"It was about the climate changes",0,0
"3462","s222","health",2,"msg_share_narrow",57,"In most restaurants in America, the children’s menu is where you’ll find the least nutritious foods: Chicken nuggets, grilled cheese, pizza and French fries are the standard “kid friendly” offerings",6.67,0
"3463","s224","climate",89,"msg_share_narrow",0,"The government is screwing me again by carrying the water for big corporations.",0,0
"3464","s230","climate",31,"msg_share_narrow",3,"Have a New Years resolution and consume less than you need. The Democrats are also addressing climate change and the government shutdown. I try to consume less. If I don't need as much veggies, I will buy less so it doesn't spoil. As for climate change and the shutdown, they will resolve themselves through our representatives we send to Congress. I vote for my Representatives and they do the work.",1.43,1.43
"3465","s235","health",88,"msg_share_narrow",92,"Performance subject to minerals is new Takes the essential oil wheels
",9.09,0
"3466","s237","health",62,"msg_share_narrow",76,"CHALLENGING RACE WAS INCREASING",0,0
"3467","s243","health",66,"msg_share_narrow",39,"Risk, no benefits to going gluten free",14.29,0
"3468","s248","climate",15,"msg_share_narrow",64,"This article claims impacts of global warming  in rain and flood. Because some people believe global warming causes  heavy rain and cyclones",0,0
"3469","s250","health",66,"msg_share_narrow",79,"This article matters to me personally because my close friend who is died due to this diet.",0,0
"3470","s255","health",52,"msg_share_narrow",0,"Demonstrating a correlation between eating highly processed meats and developing breast cancer.",0,0
"3471","s258","health",12,"msg_share_narrow",100,"Important of exercise for children's.",20,0
"3472","s260","climate",57,"msg_share_narrow",3,"Understanding if paper is better than plastic will help in making decisions about helping the environment.",18.75,0
"3473","s262","climate",55,"msg_share_narrow",67,"What an awesome idea that every company should follow.",11.11,0
"3474","s268","health",40,"msg_share_narrow",100,"That I know that using fruits and vitamins will not help my soreness after a work out",5.88,5.88
"3475","s273","health",4,"msg_share_narrow",64,"how eating sugar can cause you to have diabetes",0,0
"3476","s275","climate",53,"msg_share_narrow",39,"I know a lot of my friends live in areas proned to flooding.",0,0
"3477","s277","health",90,"msg_share_narrow",93,"poor hearing affects our lifer",0,20
"3478","s279","climate",39,"msg_share_narrow",100,"This article is about the Toxic Tide.",0,14.29
"3479","s281","climate",9,"msg_share_narrow",7,"Negative changes to the environment and the economy could have a negative effect on my overall quality of life going forward.",0,9.52
"3480","s287","health",38,"msg_share_narrow",6,"The article is about having a better nights sleep when sleeping with their dog in the bedroom.",5.88,0
"3481","s292","health",74,"msg_share_narrow",85,"Our digestive system and weight management might be helped by taking a pill made from bacteria in the gut.",5.26,0
"3482","s295","health",106,"msg_share_narrow",22,"About the rise of sleep apnea",0,0
"3483","s299","climate",23,"msg_share_narrow",70,"Americans still build homes in flood zones despite the awareness of climate change.",0,0
"3484","s301","climate",67,"msg_share_narrow",1,"It is important for us to recycle in order to protect the environment.",7.69,0
"3485","s305","climate",93,"msg_share_narrow",0,"Solar power is still a small portion of total electricity",0,0
"3486","s308","climate",51,"msg_share_narrow",54,"It helps me to live in a safe world.",22.22,0
"3487","s313","climate",87,"msg_share_narrow",5,"Some large companies say that ""climate change"" could harm their future bottom lines.",0,7.69
"3488","s316","health",74,"msg_share_narrow",86,"A recent study has found that a probiotic may help fight obesity in people with metabolic issues.",5.88,5.88
"3489","s319","health",74,"msg_share_narrow",73,"This article is very helpful",20,0
"3490","s321","climate",83,"msg_share_narrow",74,"Because I am an activists",0,0
"3491","s324","climate",79,"msg_share_narrow",0,"The great garbage patch of the Pacific is growing.",11.11,0
"3492","s327","climate",41,"msg_share_narrow",52,"climate control target not achieved so far",14.29,0
"3493","s329","health",0,"msg_share_narrow",0,"This article matters to people I know because eve",0,0
"3494","s331","health",74,"msg_share_narrow",64,"Supplements fulfill the nutrition and helps for the body.",11.11,0
"3495","s337","health",24,"msg_share_narrow",2,"A cancer researcher discusses his new company which aims to treat multiple myeloma using an crowdsourced, individualized approach. His perspective includes being both a researcher and cancer patient himself.",3.45,0
"3496","s344","climate",61,"msg_share_narrow",52,"This a move that would help us and our environment. Their is a possibility this is better than our previous experiences.",9.52,0
"3497","s348","health",90,"msg_share_narrow",46,"This sense of hearing is very important and I don't think we realize just how much we need it",5.26,0
"3498","s352","health",58,"msg_share_narrow",95,"This article describes the uses of an product which monitors the heart",0,0
"3499","s358","climate",7,"msg_share_narrow",50,"It was terrible and made me worried",0,28.57
"3500","s361","health",22,"msg_share_narrow",53,"Foods that are rich in flavonoids may help to lower the risk of cancer and cardiovascular-related causes of death.",10.53,0
"3501","s364","climate",103,"msg_share_narrow",53,"People I know are environment friendly and they want to know about eco cars.",7.14,0
"3502","s371","climate",19,"msg_share_narrow",0,"Lawmakers finally passed a bill they have long been working on which protects lots of wilderness lands.",0,0
"3503","s373","climate",7,"msg_share_narrow",27,"Wild fire is growing across of the globe and changing climates.",0,0
"3504","s380","climate",29,"msg_share_narrow",83,"This is bad for anyone who inhabits planet Earth.",0,11.11
"3505","s387","health",98,"msg_share_narrow",0,"low impact sports can cause bone damage",0,0
"3506","s394","climate",17,"msg_share_narrow",65,"very interesting and more important to the life",25,0
"3507","s396","climate",91,"msg_share_narrow",100,"Planet to its hottest June with heat wave.",0,0
"3508","s400","health",82,"msg_share_narrow",26,"It can give awareness to people who are at risk of obesity.",0,0
"3509","s402","climate",39,"msg_share_narrow",91,"Bad to hear , but we can't stop the nature here",0,10
"3510","s406","health",54,"msg_share_narrow",15,"The article talks about the relationship between access weight and where the highest rates in the country were.",0,0
"3511","s412","climate",101,"msg_share_narrow",58,"the marine mammals was important so save the marine mammals",10,0
"3512","s415","health",68,"msg_share_narrow",48,"always natural foods are good for health",14.29,0
"3513","s419","health",98,"msg_share_narrow",4,"exercise is important and seeing the potential negatives of certain types is informational",7.69,0
"3514","s421","climate",17,"msg_share_narrow",65,"The Kincade fire was devastating to California, it destroyed over 10,000 acres and has left the land charred.",0,5.56
"3515","s423","health",4,"msg_share_narrow",61,"Sugar consumption causes problems in many areas of your body.",0,0
"3516","s432","health",74,"msg_share_narrow",18,"This is important to me because I want to protect myself from gaining weight and the supplements seem very helpful to the gut.",8.7,0
"3517","s435","climate",77,"msg_share_narrow",14,"It is a statement to contradict the popular belief about the extinction and poor condition around polar bears.",0,5.56
"3518","s437","health",100,"msg_share_narrow",72,"i will take a homely natural medicine like tulasi,pepper ,ginger drinks should control cold",0,0
"3519","s442","climate",45,"msg_share_narrow",65,"I had heard about this disaster. It increase the sea water level.",0,0
"3520","s445","climate",11,"msg_share_narrow",77,"big climate change causes rain",0,0
"3521","s448","climate",37,"msg_share_narrow",69,"A historical account of efforts to control climate change matter very much to people like me. We are faced with serious problems of climate change, and history can be a great source of information.",2.94,0
"3522","s450","climate",25,"msg_share_narrow",0,"I live in an area close to flood prone zones so this is relevant to me
",0,0
"3523","s454","health",8,"msg_share_narrow",15,"A lot if people already know this.",0,0
"3524","s457","health",36,"msg_share_narrow",28,"I think this is interesting and I could relate it to my life. I do notice that when I walk with just my dog I walk a lot faster than when we take my husband with us.",2.7,0
"3525","s462","climate",103,"msg_share_narrow",12,"S.U.V. purchases are on the rise, and what that means for the climate.",0,0
"3526","s466","health",10,"msg_share_narrow",59,"Side effects from diet pills could kill and I don't want my family getting hurt",0,13.33
"3527","s470","climate",45,"msg_share_narrow",10,"it is able climate change and how it is affecting glaciers",0,0
"3528","s473","climate",67,"msg_share_narrow",76,"plastic is taking the world space",0,0
"3529","s478","health",84,"msg_share_narrow",100,"This article helps us to understand how to manage our health and reduce the likely to have a heart attack",5,0
"3530","s481","climate",11,"msg_share_narrow",78,"Possibly the people in these meetings will help with climate change and make it easier for me to live in this world.",9.09,0
"3531","s483","climate",97,"msg_share_narrow",65,"This isn't going away. Today it's four continents, tomorrow all 7. Then every town, every home. We need to slow this down",0,0
"3532","s487","health",56,"msg_share_narrow",52,"Article is about fitness and exercise",0,0
"3533","s490","climate",41,"msg_share_narrow",52,"Climate change is a major problem",0,0
"3534","s493","health",16,"msg_share_narrow",91,"Working out and being healthy is better then smoking",11.11,0
"3535","s495","health",2,"msg_share_narrow",89,"This matter to al people i know who are parents because its important for kids to have good nutrition but most kid menus are the exact opposite",7.41,0
"3536","s497","health",76,"msg_share_narrow",33,"This article matters to people I know because we are all aging now.",0,0
"3537","s499","health",20,"msg_share_narrow",55,"chefs advice good for all don't waste food ,make a farming awareness to all people",6.67,0
"3538","s504","climate",57,"msg_share_narrow",87,"This article is about choosing plastic bags or paper bags at the grocery store and what the impacts of each choice may be for you and the world you live in.",0,0
"3539","s506","health",108,"msg_share_narrow",83,"Obesity has negative effects on cardiovascular health and can shorten your life by a few years.",0,6.25
"3540","s512","climate",53,"msg_share_narrow",0,"I think climate change is something we need to deal with now",0,0
"3541","s514","health",48,"msg_share_narrow",1,"I need this info, a quick workout that actually works is a great thing!",7.14,0
"3542","s516","health",94,"msg_share_narrow",36,"it is about research so people need to know this sugary drink ban and it's effect",0,0
"3543","s520","health",82,"msg_share_narrow",69,"This article is about people who heart risks such as obesity, high cholesterol, high blood pressure and high glucose readings have increase risk in developing Parkinson's disease.",0,0
"3544","s526","climate",39,"msg_share_narrow",23,"Blooms are un safe for the wildlife in Florida",11.11,0
"3545","s529","climate",75,"msg_share_narrow",75,"Five Takeaways from the recent elections can reveal current attitudes about climate change.",0,0
"3546","s531","health",52,"msg_share_narrow",10,"How processed meats increase breast cancer in women",0,0
"3547","s533","climate",63,"msg_share_narrow",11,"grass not natural to the environment could be making wildfires more frequent",0,0
"3548","s537","health",30,"msg_share_narrow",81,"Eating fish helps stimulate the brain.",16.67,0
"3549","s540","climate",11,"msg_share_narrow",44,"This article has to do with ways to help the environment, and details on climate change from scientists.",5.56,0
"3550","s543","climate",39,"msg_share_narrow",11,"We must protect our planet and the wildlife that live in it.",0,0
"3551","s545","health",92,"msg_share_narrow",0,"Parents have an impact on what their children do, if they are willing to make the effort.",0,0
"3552","s547","health",36,"msg_share_narrow",0,"This article is about the different ways people walk and how fast or slow they generally do so.",0,0
"3553","s551","climate",87,"msg_share_narrow",66,"i think we will need to be very caution wit our 5 years next",0,0
"3554","s553","climate",9,"msg_share_narrow",18,"The US economy depends on climate change action!",0,0
"3555","s555","health",32,"msg_share_narrow",45,"intake of sugary may cause shorter life span",0,0
"3556","s559","health",90,"msg_share_narrow",45,"it is about hearing problems",0,0
"3557","s563","health",52,"msg_share_narrow",21,"Despite the research showing red meat and white meat being equal where bad cholesterol is concerned, there are still reasons to reduce red meat consumption for women.  Our family likes to eat red meat and it might be a contributing factor in breast cancer.",2.27,2.27
"3558","s568","health",86,"msg_share_narrow",91,"It helps in taking care of our children and their happiness and growth.",23.08,0
"3559","s571","health",26,"msg_share_narrow",46,"Getting gout is an awful thing for anyone and having to change your diet to stop eating all of the healthy stuff you like is a real bummer, especially as a vegan when you're much more limited in what you can eat.",0,2.38
"3560","s574","health",16,"msg_share_narrow",6,"This article is relevant to people I know because they are of Aging population and they need to understand exercising is important for longevity.",4.17,0
"3561","s576","climate",107,"msg_share_narrow",38,"I use deodorant daily. I don't want to smell bad but I do want cleaner air.",6.25,6.25
"3562","s578","health",16,"msg_share_narrow",28,"Being healthy and in shape helps endurance and can lead to living to an old age.",6.25,6.25
"3563","s582","health",34,"msg_share_narrow",89,"Many people I love are middle aged and I believe this can help keep them healthy!",18.75,0
"3564","s584","health",96,"msg_share_narrow",75,"Treating eating disorders can be much easier if you have someone to help you through it.",12.5,0
"3565","s588","climate",79,"msg_share_narrow",100,"This is important to me because I am concerned about trash and waste in our environment.",6.25,0
"3566","s592","health",88,"msg_share_narrow",48,"Some people think until scientists have tested it, it can't possibly be effective. The use of the term snake oil is pejorative.",4.55,0
"3567","s594","health",24,"msg_share_narrow",64,"The article is about the intensity of the cancer and the treatment methods.",0,0
"3568","s598","climate",85,"msg_share_narrow",46,"This article is about how important ancient places in the Mediterranean may be destroyed by global warming.",5.88,5.88
"3569","s600","climate",99,"msg_share_narrow",2,"It is about upcoming disasters of climate change",0,0
"3570","s606","climate",33,"msg_share_narrow",60,"This articles about to save the energy of americans.",0,0
"3571","s610","climate",29,"msg_share_narrow",55,"Automobile emissions in atmosphere matters to the society",0,0
"3572","s615","health",36,"msg_share_narrow",1,"statics of people who walks through street",0,0
"3573","s618","climate",75,"msg_share_narrow",9,"Election and climate change, how candidates views' are.",0,0
"3574","s620","climate",87,"msg_share_narrow",92,"If we don't make big shifts in our society the risks of climate change grow significantly and threaten much",0,5.26
"3575","s622","health",42,"msg_share_narrow",57,"the article is all about how level of nutrients may go up with cooking.",7.14,0
"3576","s624","health",12,"msg_share_narrow",86,"Exercising by children could save $120 billion per year.",0,0
"3577","s627","health",12,"msg_share_narrow",0,"More children need to start exercising",0,0
"3578","s629","health",20,"msg_share_narrow",95,"Food wastage should be reduced, people are starving around the world.",0,0
"3579","s631","health",90,"msg_share_narrow",0,"Being deaf makes you more likely to get into accidents in...well, everything. Obviously.",7.14,0
